1000 10000
772 502 81
210 427 88
912 205 80
557 674 91
589 467 26
724 481 92
426 529 79
136 564 23
311 842 28
953 829 62
527 601 64
659 163 44
347 75 1
626 985 75
716 574 94
994 651 76
585 77 5
564 566 21
538 229 63
165 183 92
878 62 45
94 721 8
737 68 35
937 47 20
163 763 95
857 109 46
32 695 75
88 611 93
708 501 23
522 18 58
165 897 20
409 991 93
168 80 62
2 17 9
174 532 24
920 389 34
317 773 81
143 213 44
536 273 97
510 795 15
667 960 12
238 721 55
530 889 35
891 244 4
651 770 37
527 690 78
160 359 52
192 502 17
835 390 91
683 900 38
197 919 99
961 157 72
715 688 62
902 931 58
105 935 28
841 462 70
319 974 29
922 518 83
738 705 74
180 388 74
418 585 46
968 898 3
239 614 43
400 868 75
509 973 62
36 167 76
605 486 50
885 760 20
668 498 25
841 31 13
266 449 50
611 417 49
114 656 15
8 409 83
482 918 56
595 307 23
170 912 61
71 798 21
490 818 72
614 659 3
126 925 52
928 889 21
276 3 29
590 363 90
772 198 9
927 793 68
602 964 32
762 35 82
35 526 100
806 140 59
960 619 37
563 547 26
583 175 81
963 765 44
753 889 42
813 816 36
180 770 52
811 885 87
593 920 65
192 78 58
803 38 29
339 953 28
116 888 3
896 851 20
39 604 9
733 769 77
868 949 48
671 113 33
509 706 5
874 250 83
83 405 73
263 744 78
990 860 66
244 108 17
263 148 74
171 233 43
247 453 45
446 124 58
178 633 16
534 859 66
968 294 24
792 557 68
569 547 81
234 791 41
103 54 41
928 577 74
170 825 27
714 271 51
723 802 37
438 336 96
756 657 43
479 449 100
298 19 48
978 605 91
119 60 98
759 988 75
985 511 52
311 577 76
114 301 30
550 739 66
197 847 75
139 326 25
639 625 96
38 955 1
228 426 62
825 538 2
352 523 13
703 834 91
678 300 44
807 850 35
625 48 83
451 539 9
375 178 86
670 568 94
923 797 20
884 974 10
185 678 33
350 382 20
92 412 20
135 572 23
269 549 23
603 0 62
264 728 93
549 398 61
142 321 10
514 557 37
423 95 15
856 445 97
827 537 62
98 24 86
220 293 35
742 249 87
804 513 15
748 62 66
908 557 87
218 423 45
854 846 92
520 54 37
569 881 26
30 332 50
415 552 95
701 647 44
339 803 57
354 551 72
119 459 81
557 29 4
553 235 50
644 756 57
532 325 90
957 707 22
758 474 75
853 527 22
196 866 25
405 572 28
676 691 39
208 601 69
811 154 56
260 799 64
468 331 41
558 641 48
979 399 74
953 252 1
926 801 20
702 558 92
29 586 36
168 794 37
688 605 43
795 217 42
659 686 26
551 244 19
151 575 18
224 529 23
177 807 76
996 862 34
739 891 20
174 411 14
562 451 71
105 247 40
798 258 78
823 809 22
193 960 50
611 537 31
985 714 38
160 62 100
893 801 44
564 976 7
29 890 59
99 995 58
90 794 16
768 969 77
41 163 90
890 774 79
620 759 93
510 271 7
909 516 8
904 80 36
311 109 27
521 560 22
978 650 68
45 770 38
273 812 1
462 702 27
540 675 38
684 185 9
890 94 25
250 351 5
937 14 66
163 535 78
737 865 80
104 262 51
441 535 63
293 350 17
919 242 92
656 927 29
664 169 76
540 771 27
496 709 93
561 224 28
890 961 45
870 418 59
620 859 94
534 153 96
502 424 39
146 81 18
974 97 39
249 638 11
227 134 72
219 48 96
98 938 58
842 808 76
552 780 87
446 666 92
393 169 17
583 667 50
700 641 47
691 243 85
453 470 72
924 690 20
619 788 10
628 983 71
703 535 51
342 333 70
485 727 91
53 310 58
702 363 99
449 406 94
185 859 65
56 783 55
327 754 95
889 383 78
259 438 14
761 780 99
930 618 78
620 671 89
329 374 4
680 175 10
273 360 21
337 769 4
443 448 10
338 337 93
215 948 32
980 710 64
79 992 34
256 965 6
96 294 80
651 974 7
612 248 67
432 937 88
387 381 37
97 719 74
541 934 23
72 267 85
88 698 77
721 306 94
378 403 89
409 54 15
615 667 15
182 451 53
869 839 34
357 288 53
183 829 39
957 254 58
441 342 56
269 415 63
63 794 18
503 203 24
269 819 43
284 353 95
236 574 34
921 932 22
325 467 51
15 424 5
973 865 99
980 486 67
942 901 61
11 756 16
135 26 87
277 310 40
871 898 67
656 171 51
729 848 18
632 863 42
788 188 59
287 169 45
553 463 47
965 475 55
932 610 81
719 239 43
210 111 93
276 119 64
978 849 12
795 481 28
388 269 16
846 908 37
143 813 1
341 130 28
295 63 90
276 782 29
918 992 92
811 621 12
226 599 13
490 747 46
617 487 67
932 334 76
769 477 41
421 818 72
548 465 35
989 741 17
669 12 61
461 175 34
724 401 86
188 891 85
133 508 72
699 793 6
526 914 35
167 335 5
290 235 71
124 224 64
92 893 76
404 706 3
338 782 57
575 970 48
559 455 9
30 507 54
188 33 68
174 552 55
979 842 90
601 318 66
964 410 11
692 167 18
594 857 52
250 432 75
150 991 30
910 373 37
463 913 23
282 88 27
436 419 22
825 20 40
142 336 3
352 28 22
621 975 79
673 577 11
47 727 54
228 989 79
917 804 93
639 86 33
617 522 52
438 699 24
930 841 12
184 546 93
957 167 68
235 840 97
297 239 25
350 468 66
480 385 71
172 376 57
656 993 32
559 784 83
834 66 77
446 602 23
438 559 90
757 794 83
653 91 74
629 793 42
595 273 27
717 798 55
573 454 49
656 366 85
791 200 51
767 646 5
641 436 64
682 193 10
916 199 1
390 828 46
331 775 71
10 492 69
64 418 76
464 426 42
0 217 94
602 336 41
806 329 29
569 12 23
830 280 74
182 670 54
327 354 30
98 716 74
18 132 44
393 597 71
486 949 40
132 552 77
72 710 58
800 280 22
74 462 3
899 645 25
553 972 79
334 422 95
959 441 28
3 186 77
473 25 26
864 157 30
592 581 41
650 733 73
71 160 35
125 59 80
850 964 5
928 298 79
75 258 72
2 613 11
230 86 36
407 950 45
137 543 78
929 545 63
1 616 23
887 94 35
419 944 51
923 224 50
553 299 60
625 653 73
235 883 11
222 291 13
718 780 8
795 709 53
309 62 22
984 949 68
70 368 12
120 643 36
821 197 88
780 822 41
704 409 25
66 983 68
731 701 48
938 848 9
43 157 71
116 141 20
283 211 41
746 684 84
81 505 81
68 286 55
61 342 16
585 409 99
104 140 100
403 430 48
411 825 58
833 941 51
204 576 63
944 322 47
328 756 4
260 824 90
15 885 85
530 822 46
381 278 38
580 681 20
980 92 46
537 277 87
587 482 16
201 426 38
499 754 94
303 367 71
744 734 8
528 616 83
425 997 61
462 578 43
634 558 87
279 447 65
217 34 47
732 588 73
570 87 80
515 390 47
285 487 33
293 15 49
475 793 47
287 607 77
429 241 87
16 520 34
232 90 20
578 822 8
702 744 48
933 260 90
531 897 77
863 542 45
812 17 38
110 305 45
986 86 39
772 454 11
357 686 1
976 616 24
536 671 20
535 604 32
924 136 30
801 351 72
45 515 42
434 625 99
430 963 85
668 87 92
779 444 78
979 773 47
354 661 18
826 196 22
557 120 10
538 273 62
710 318 77
251 104 55
801 535 18
437 203 58
528 334 54
306 666 27
404 20 40
821 198 88
194 756 9
704 646 34
917 356 5
645 959 9
999 760 44
669 198 100
426 78 34
979 736 100
658 140 73
349 961 71
237 508 79
597 212 26
230 481 34
534 126 94
295 478 6
238 147 56
737 925 35
923 256 23
422 266 64
294 616 77
717 205 85
247 802 49
424 384 30
958 919 9
803 214 87
408 804 86
916 894 63
502 817 71
824 239 38
639 886 54
416 955 59
700 202 13
901 627 97
230 937 68
390 740 34
28 500 91
813 416 85
227 270 2
898 447 93
835 86 79
740 502 34
850 555 89
762 456 68
410 38 5
978 429 45
463 457 45
753 623 14
937 850 36
938 100 83
531 935 70
361 27 72
147 877 27
487 991 35
454 754 74
358 732 55
354 547 12
498 301 87
763 590 90
299 881 90
281 764 78
350 125 5
274 624 35
752 111 78
687 565 32
12 275 16
766 629 64
977 480 17
516 243 7
905 894 88
394 528 52
171 878 30
328 504 6
714 257 18
91 944 35
575 956 11
790 722 40
553 51 72
321 567 16
328 472 62
567 219 90
571 390 21
700 70 25
805 784 82
374 228 78
509 803 34
919 593 8
310 499 12
182 820 31
649 500 4
10 68 75
252 639 17
372 691 88
996 848 24
230 223 4
407 732 7
893 651 53
452 313 4
63 495 76
594 144 77
949 507 45
523 759 36
839 131 27
578 479 75
102 709 98
205 469 82
